name,frame,ra,dec,band_idx,wavelength_old,receiver_old,cfg_A_old,cfg_B_old,cfg_C_old,cfg_D_old,uvmin_kl_old,uvmax_kl_old,wavelength_new,receiver_new,cfg_A_new,cfg_B_new,cfg_C_new,cfg_D_new,uvmin_kl_new,uvmax_kl_new
1242+373,J2000,12h42m09.812378s,"37d20'05.692350""",0,20cm,L,S,S,X,X,10.0,,20cm,L,S,S,X,X,10.0,
1242+378,J2000,12h42m51.369098s,"37d51'00.025130""",0,20cm,L,S,S,X,X,12.0,,20cm,L,S,S,X,X,12.0,
1242-047,J2000,12h42m19.6650s,"-04d46'20.710""",0,90cm,P,X,S,S,S,4.0,,90cm,P,X,S,S,S,,4.0
1242-047,J2000,12h42m19.6650s,"-04d46'20.710""",1,20cm,L,X,X,X,S,4.0,,20cm,L,X,X,X,S,,4.0
1244+408,J2000,12h44m49.187213s,"40d48'06.153570""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
1246-257,J2000,12h46m46.802040s,"-25d47'49.288830""",1,6cm,C,S,S,X,X,50.0,,6cm,C,S,S,X,X,50.0,
1246-257,J2000,12h46m46.802040s,"-25d47'49.288830""",2,3.7cm,X,P,P,S,X,50.0,,3.7cm,X,P,P,S,X,50.0,
1248+583,J2000,12h48m18.784696s,"58d20'28.717030""",0,20cm,L,W,W,X,X,6.0,,20cm,L,W,W,X,X,6.0,
1248-199,J2000,12h48m23.898197s,"-19d59'18.587620""",0,90cm,P,S,S,S,X,2.0,,90cm,P,S,S,S,X,2.0,
1248-199,J2000,12h48m23.898197s,"-19d59'18.587620""",2,6cm,C,S,P,P,P,200.0,,6cm,C,S,P,P,P,,200.0
1248-199,J2000,12h48m23.898197s,"-19d59'18.587620""",3,3.7cm,X,X,S,P,P,200.0,,3.7cm,X,X,S,P,P,,200.0
1248-199,J2000,12h48m23.898197s,"-19d59'18.587620""",4,2cm,U,X,X,P,P,200.0,,2cm,U,X,X,P,P,,200.0
1252+565,J2000,12h52m26.3873s,"56d34'19.413""",0,90cm,P,S,S,S,X,2.0,15.0,90cm,P,S,S,S,X,2.0,15.0
1252+565,J2000,12h52m26.3873s,"56d34'19.413""",1,20cm,L,X,X,S,S,15.0,,20cm,L,X,X,S,S,,15.0
1252+565,J2000,12h52m26.3873s,"56d34'19.413""",2,6cm,C,X,X,X,S,15.0,,6cm,C,X,X,X,S,,15.0
1256+473,J2000,12h56m57.2305s,"47d20'19.816""",0,90cm,P,X,X,X,S,1.0,,90cm,P,X,X,X,S,,1.0
1256+568,J2000,12h56m14.233955s,"56d52'25.237410""",0,20cm,L,W,W,X,X,20.0,,20cm,L,W,W,X,X,20.0,
1256-057,J2000,12h56m11.166560s,"-05d47'21.524580""",1,6cm,C,S,X,X,X,200.0,,6cm,C,S,X,X,X,200.0,
1256-057,J2000,12h56m11.166560s,"-05d47'21.524580""",2,3.7cm,X,S,S,X,X,100.0,,3.7cm,X,S,S,X,X,100.0,
1258-223,J2000,12h58m54.478780s,"-22d19'31.125450""",0,20cm,L,S,X,X,X,30.0,,20cm,L,S,X,X,X,30.0,
1300+506,J2000,13h00m41.247039s,"50d29'36.765260""",1,6cm,C,S,S,S,X,20.0,,6cm,C,S,S,S,X,20.0,
1300+506,J2000,13h00m41.247039s,"50d29'36.765260""",2,3.7cm,X,S,S,S,X,20.0,,3.7cm,X,S,S,S,X,20.0,
1302+578,J2000,13h02m52.465282s,"57d48'37.609420""",0,20cm,L,S,S,X,X,15.0,,20cm,L,S,S,X,X,15.0,
1305-105,J2000,13h05m33.015026s,"-10d33'19.428210""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
1308+657,J2000,13h08m22.4165s,"65d44'11.781""",0,90cm,P,S,S,X,X,2.0,10.0,90cm,P,S,S,X,X,2.0,10.0
1308+657,J2000,13h08m22.4165s,"65d44'11.781""",1,20cm,L,X,X,S,S,10.0,,20cm,L,X,X,S,S,,10.0
1308+657,J2000,13h08m22.4165s,"65d44'11.781""",2,6cm,C,X,X,X,S,10.0,,6cm,C,X,X,X,S,,10.0
1308+657,J2000,13h08m22.4165s,"65d44'11.781""",3,3.7cm,X,X,X,X,S,10.0,,3.7cm,X,X,X,X,S,,10.0
1308-098,J2000,13h08m39.1690s,"-09d50'32.680""",0,90cm,P,S,S,X,X,6.0,,90cm,P,S,S,X,X,6.0,
1308-098,J2000,13h08m39.1690s,"-09d50'32.680""",1,20cm,L,,S,S,X,6.0,,20cm,L,,S,S,X,6.0,
1309+119,J2000,13h09m33.932431s,"11d54'24.552420""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
1309+559,J2000,13h09m09.754483s,"55d57'38.195730""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
1310+323,J2000,13h10m28.663845s,"32d20'43.782950""",0,20cm,L,P,P,S,X,6.0,,20cm,L,P,P,S,X,6.0,
1311+552,J2000,13h11m03.210944s,"55d13'54.320880""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
1311+552,J2000,13h11m03.210944s,"55d13'54.320880""",1,6cm,C,S,S,S,X,20.0,,6cm,C,S,S,S,X,20.0,
1311+552,J2000,13h11m03.210944s,"55d13'54.320880""",2,3.7cm,X,S,S,S,X,20.0,,3.7cm,X,S,S,S,X,20.0,
1311-222,J2000,13h11m39.3347s,"-22d16'41.748""",0,90cm,P,S,S,S,S,20.0,,90cm,P,S,S,S,S,,20.0
1311-222,J2000,13h11m39.3347s,"-22d16'41.748""",1,20cm,L,X,X,S,P,20.0,,20cm,L,X,X,S,P,,20.0
1311-222,J2000,13h11m39.3347s,"-22d16'41.748""",2,6cm,C,X,X,X,S,20.0,,6cm,C,X,X,X,S,,20.0
1313+549,J2000,13h13m37.852959s,"54d58'23.894700""",0,20cm,L,P,P,S,X,6.0,,20cm,L,P,P,S,X,6.0,
1313+675,J2000,13h13m27.9848s,"67d35'50.376""",1,6cm,C,S,P,P,P,200.0,,6cm,C,S,P,P,P,,200.0
1313+675,J2000,13h13m27.9848s,"67d35'50.376""",2,3.7cm,X,X,S,P,P,200.0,,3.7cm,X,X,S,P,P,,200.0
1313+675,J2000,13h13m27.9848s,"67d35'50.376""",3,2cm,U,X,X,S,S,200.0,,2cm,U,X,X,S,S,,200.0
1314+531,J2000,13h14m43.830614s,"53d06'27.730170""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
1321+111,J2000,13h21m18.8121s,"11d06'49.504""",0,90cm,P,X,S,S,X,1.0,7.0,90cm,P,X,S,S,X,1.0,7.0
1321+111,J2000,13h21m18.8121s,"11d06'49.504""",1,20cm,L,X,X,X,S,6.0,,20cm,L,X,X,X,S,,6.0
1321+832,J2000,13h21m45.609537s,"83d16'13.422910""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
1323+797,J2000,13h23m51.569786s,"79d42'51.847060""",0,20cm,L,S,S,S,S,60.0,,20cm,L,S,S,S,S,,60.0
1323-448,J2000,13h23m04.246182s,"-44d52'33.853400""",0,20cm,L,P,P,P,P,1.0,,20cm,L,P,P,P,P,1.0,
1323-448,J2000,13h23m04.246182s,"-44d52'33.853400""",1,6cm,C,S,P,P,P,300.0,,6cm,C,S,P,P,P,,300.0
1323-448,J2000,13h23m04.246182s,"-44d52'33.853400""",2,3.7cm,X,X,S,P,P,300.0,,3.7cm,X,X,S,P,P,,300.0
1323-448,J2000,13h23m04.246182s,"-44d52'33.853400""",3,2cm,U,X,S,S,S,300.0,,2cm,U,X,S,S,S,,300.0
1324+408,J2000,13h24m12.095601s,"40d48'11.763510""",0,20cm,L,S,S,X,X,6.0,,20cm,L,S,S,X,X,6.0,
1326+319,J2000,13h26m16.512212s,"31d54'09.515380""",0,90cm,P,S,S,X,X,7.0,,90cm,P,S,S,X,X,7.0,
1326+319,J2000,13h26m16.512212s,"31d54'09.515380""",1,20cm,L,P,S,S,X,6.0,,20cm,L,P,S,S,X,6.0,
1326+319,J2000,13h26m16.512212s,"31d54'09.515380""",2,6cm,C,S,P,P,P,300.0,,6cm,C,S,P,P,P,,300.0
1326+319,J2000,13h26m16.512212s,"31d54'09.515380""",3,3.7cm,X,X,S,P,P,300.0,,3.7cm,X,X,S,P,P,,300.0
1326+319,J2000,13h26m16.512212s,"31d54'09.515380""",4,2cm,U,X,S,S,S,300.0,,2cm,U,X,S,S,S,,300.0
1327+221,J2000,13h27m00.861311s,"22d10'50.163060""",0,20cm,L,P,P,S,X,10.0,,20cm,L,P,P,S,X,10.0,
1327+434,J2000,13h27m20.978998s,"43d26'27.989340""",0,20cm,L,S,S,,X,6.0,,20cm,L,S,S,,X,6.0,
1330+251,J2000,13h30m37.6892s,"25d09'10.978""",2,6cm,C,X,S,P,P,200.0,,6cm,C,X,S,P,P,,200.0
1330+251,J2000,13h30m37.6892s,"25d09'10.978""",3,3.7cm,X,X,S,P,P,200.0,,3.7cm,X,X,S,P,P,,200.0
1330+251,J2000,13h30m37.6892s,"25d09'10.978""",4,2cm,U,X,X,S,P,200.0,,2cm,U,X,X,S,P,,200.0
1331+305,J2000,13h31m08.287984s,"30d30'32.958850""",3,3.7cm,X,S,P,P,P,400.0,,3.7cm,X,S,P,P,P,,400.0
1331+305,J2000,13h31m08.287984s,"30d30'32.958850""",6,0.7cm,Q,X,S,P,P,300.0,,0.7cm,Q,X,S,P,P,,300.0
1337+550,J2000,13h37m49.642234s,"55d01'02.117800""",1,6cm,C,X,X,X,S,20.0,,6cm,C,X,X,X,S,,20.0
1337+550,J2000,13h37m49.642234s,"55d01'02.117800""",2,3.7cm,X,X,X,X,S,20.0,,3.7cm,X,X,X,X,S,,20.0
1337-129,J2000,13h37m39.782780s,"-12d57'24.693230""",0,20cm,L,P,X,X,P,60.0,3.0,20cm,L,P,X,X,P,60.0,3.0
1338+388,J2000,13h38m49.7797s,"38d51'11.850""",0,90cm,P,X,X,S,S,2.0,,90cm,P,X,X,S,S,,2.0
1338+388,J2000,13h38m49.7797s,"38d51'11.850""",1,20cm,L,X,X,X,S,2.0,,20cm,L,X,X,X,S,,2.0
1338-064,J2000,13h38m08.0700s,"-06d27'11.200""",0,90cm,P,X,X,S,S,1.5,,90cm,P,X,X,S,S,,1.5
1338-064,J2000,13h38m08.0700s,"-06d27'11.200""",1,20cm,L,X,X,X,S,1.5,,20cm,L,X,X,X,S,,1.5
1339+634,J2000,13h39m23.783056s,"63d28'58.425220""",0,20cm,L,S,S,,X,6.0,,20cm,L,S,S,,X,6.0,
1339-263,J2000,13h39m19.890748s,"-26d20'30.495900""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
1340+379,J2000,13h40m22.951801s,"37d54'43.833640""",0,20cm,L,S,S,X,X,10.0,,20cm,L,S,S,X,X,10.0,
1342+603,J2000,13h42m13.0249s,"60d21'42.485""",0,20cm,L,X,X,X,S,4.0,,20cm,L,X,X,X,S,,4.0
1344+141,J2000,13h44m23.7421s,"14d09'14.856""",0,20cm,L,S,S,S,S,70.0,,20cm,L,S,S,S,S,,70.0
1344+141,J2000,13h44m23.7421s,"14d09'14.856""",1,6cm,C,X,S,S,S,100.0,,6cm,C,X,S,S,S,,100.0
1344+141,J2000,13h44m23.7421s,"14d09'14.856""",2,3.7cm,X,X,X,S,S,100.0,,3.7cm,X,X,X,S,S,,100.0
1345+497,J2000,13h45m26.3742s,"49d46'32.924""",0,20cm,L,X,X,X,S,3.0,,20cm,L,X,X,X,S,,3.0
1347+122,J2000,13h47m33.361645s,"12d17'24.238900""",0,90cm,P,S,S,S,X,1.0,,90cm,P,S,S,S,X,1.0,
1347+122,J2000,13h47m33.361645s,"12d17'24.238900""",2,6cm,C,S,P,P,P,200.0,,6cm,C,S,P,P,P,,200.0
1347+122,J2000,13h47m33.361645s,"12d17'24.238900""",3,3.7cm,X,X,S,P,P,200.0,,3.7cm,X,X,S,P,P,,200.0
1347+122,J2000,13h47m33.361645s,"12d17'24.238900""",4,2cm,U,X,X,S,P,200.0,,2cm,U,X,X,S,P,,200.0
1347-080,J2000,13h47m01.5230s,"-08d03'23.840""",0,20cm,L,X,X,X,S,3.0,,20cm,L,X,X,X,S,,3.0
1349+536,J2000,13h49m34.656623s,"53d41'17.040280""",0,20cm,L,S,S,X,X,15.0,,20cm,L,S,S,X,X,15.0,
1349+536,J2000,13h49m34.656623s,"53d41'17.040280""",2,3.7cm,X,X,S,P,P,200.0,,3.7cm,X,X,S,P,P,,200.0
1349-393,J2000,13h49m51.1675s,"-39d22'50.268""",0,90cm,P,S,S,S,X,4.0,12.0,90cm,P,S,S,S,X,4.0,12.0
1349-393,J2000,13h49m51.1675s,"-39d22'50.268""",1,20cm,L,X,X,S,X,4.0,12.0,20cm,L,X,X,S,X,4.0,12.0
1352+314,J2000,13h52m17.8407s,"31d26'46.680""",0,90cm,P,S,S,X,X,3.0,20.0,90cm,P,S,S,X,X,3.0,20.0
1352+314,J2000,13h52m17.8407s,"31d26'46.680""",1,20cm,L,X,S,S,X,6.0,20.0,20cm,L,X,S,S,X,6.0,20.0
1352-442,J2000,13h52m56.534916s,"-44d12'40.387480""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
1356-343,J2000,13h56m05.3836s,"-34d21'10.824""",0,20cm,L,S,X,X,X,40.0,,20cm,L,S,X,X,X,40.0,
1356-343,J2000,13h56m05.3836s,"-34d21'10.824""",1,6cm,C,S,S,S,X,20.0,,6cm,C,S,S,S,X,20.0,
1357+193,J2000,13h57m04.436656s,"19d19'07.372340""",0,20cm,L,S,X,X,X,50.0,,20cm,L,S,X,X,X,50.0,
1357+193,J2000,13h57m04.436656s,"19d19'07.372340""",1,6cm,C,S,S,S,X,30.0,,6cm,C,S,S,S,X,30.0,
1357+193,J2000,13h57m04.436656s,"19d19'07.372340""",2,3.7cm,X,S,S,S,X,30.0,,3.7cm,X,S,S,S,X,30.0,
1357+438,J2000,13h57m40.6762s,"43d53'59.671""",0,20cm,L,,,S,S,4.0,,20cm,L,,,S,S,4.0,
1357+767,J2000,13h57m55.371519s,"76d43'21.051110""",0,20cm,L,S,S,X,X,15.0,,20cm,L,S,S,X,X,15.0,
1358+476,J2000,13h58m40.6646s,"47d37'58.306""",0,20cm,L,,,S,S,4.0,,20cm,L,,,S,S,4.0,
1400+621,J2000,14h00m28.6526s,"62d10'38.526""",2,3.7cm,X,S,P,P,P,400.0,,3.7cm,X,S,P,P,P,,400.0
1400+621,J2000,14h00m28.6526s,"62d10'38.526""",3,2cm,U,X,S,S,S,400.0,,2cm,U,X,S,S,S,,400.0
1400+621,J2000,14h00m28.6526s,"62d10'38.526""",4,1.3cm,K,X,X,S,S,400.0,,1.3cm,K,X,X,S,S,,400.0
1400+621,J2000,14h00m28.6526s,"62d10'38.526""",5,0.7cm,Q,X,X,W,W,400.0,,0.7cm,Q,X,X,W,W,,400.0
1404+658,J2000,14h04m05.2760s,"65d51'37.516""",0,20cm,L,S,P,P,X,6.0,75.0,20cm,L,S,P,P,X,6.0,75.0
1404+658,J2000,14h04m05.2760s,"65d51'37.516""",1,6cm,C,X,X,S,S,75.0,,6cm,C,X,X,S,S,,75.0
1404+658,J2000,14h04m05.2760s,"65d51'37.516""",2,2cm,U,X,X,X,S,75.0,,2cm,U,X,X,X,S,,75.0
1405+042,J2000,14h05m01.119812s,"04d15'35.818950""",1,6cm,C,S,X,X,X,200.0,,6cm,C,S,X,X,X,200.0,
1405+042,J2000,14h05m01.119812s,"04d15'35.818950""",2,3.7cm,X,S,X,X,X,300.0,,3.7cm,X,S,X,X,X,300.0,
1405+042,J2000,14h05m01.119812s,"04d15'35.818950""",3,2cm,U,S,S,X,X,300.0,,2cm,U,S,S,X,X,300.0,
1408-078,J2000,14h08m56.481200s,"-07d52'26.666330""",0,20cm,L,S,S,X,X,15.0,,20cm,L,S,S,X,X,15.0,
1409-269,J2000,14h09m50.169776s,"-26d57'36.979720""",0,20cm,L,S,S,X,X,15.0,,20cm,L,S,S,X,X,15.0,
1411+215,J2000,14h11m54.862146s,"21d34'23.436330""",0,20cm,L,W,W,X,X,10.0,,20cm,L,W,W,X,X,10.0,
1411+522,J2000,14h11m20.6477s,"52d12'09.141""",0,90cm,P,X,X,S,S,3.0,,90cm,P,X,X,S,S,,3.0
1411+522,J2000,14h11m20.6477s,"52d12'09.141""",1,20cm,L,X,X,X,P,3.0,,20cm,L,X,X,X,P,,3.0
1411+522,J2000,14h11m20.6477s,"52d12'09.141""",2,6cm,C,X,X,X,X,3.0,,6cm,C,X,X,X,X,,3.0
1415+133,J2000,14h15m58.817499s,"13d20'23.712600""",0,20cm,L,P,P,S,X,6.0,,20cm,L,P,P,S,X,6.0,
1415+371,J2000,14h15m28.466802s,"37d06'21.162510""",0,20cm,L,S,S,X,X,15.0,,20cm,L,S,S,X,X,15.0,
1416+347,J2000,14h16m04.186239s,"34d44'36.427560""",0,20cm,L,P,P,S,X,4.0,,20cm,L,P,P,S,X,4.0,
1417+461,J2000,14h17m08.161301s,"46d07'05.448370""",1,6cm,C,S,S,X,X,40.0,,6cm,C,S,S,X,X,40.0,
1419+064,J2000,14h19m08.180173s,"06d28'34.803490""",0,90cm,P,S,S,S,S,20.0,,90cm,P,S,S,S,S,,20.0
1419+064,J2000,14h19m08.180173s,"06d28'34.803490""",1,20cm,L,X,X,P,P,20.0,,20cm,L,X,X,P,P,,20.0
1419+064,J2000,14h19m08.180173s,"06d28'34.803490""",2,6cm,C,X,X,S,S,20.0,,6cm,C,X,X,S,S,,20.0
1419+383,J2000,14h19m46.613761s,"38d21'48.475220""",0,20cm,L,S,S,X,X,8.0,,20cm,L,S,S,X,X,8.0,
1419+543,J2000,14h19m46.597401s,"54d23'14.787210""",0,20cm,L,S,S,X,X,6.0,,20cm,L,S,S,X,X,6.0,
1421+417,J2000,14h21m05.8800s,"41d44'49.490""",0,90cm,P,X,S,S,X,1.0,4.0,90cm,P,X,S,S,X,1.0,4.0
1421+417,J2000,14h21m05.8800s,"41d44'49.490""",1,20cm,L,X,X,X,S,3.0,,20cm,L,X,X,X,S,,3.0
1423+480,J2000,14h23m06.156739s,"48d02'10.845500""",0,20cm,L,S,S,X,X,12.0,,20cm,L,S,S,X,X,12.0,
1425-299,J2000,14h25m29.1162s,"-29d59'54.331""",0,90cm,P,X,S,S,X,1.0,5.0,90cm,P,X,S,S,X,1.0,5.0
1425-299,J2000,14h25m29.1162s,"-29d59'54.331""",1,20cm,L,X,X,X,S,3.0,,20cm,L,X,X,X,S,,3.0
1426+364,J2000,14h26m37.087495s,"36d25'09.573930""",0,20cm,L,S,S,X,X,25.0,,20cm,L,S,S,X,X,25.0,
1427-421,J2000,14h27m56.297560s,"-42d06'19.437620""",0,20cm,L,X,X,S,P,15.0,,20cm,L,X,X,S,P,,15.0
1427-421,J2000,14h27m56.297560s,"-42d06'19.437620""",1,6cm,C,X,X,X,S,15.0,,6cm,C,X,X,X,S,,15.0
1428-276,J2000,14h28m28.1931s,"-27d41'51.042""",0,20cm,L,,X,S,X,6.0,15.0,20cm,L,,X,S,X,6.0,15.0
1428-276,J2000,14h28m28.1931s,"-27d41'51.042""",1,6cm,C,X,X,S,S,15.0,,6cm,C,X,X,S,S,,15.0
1429+541,J2000,14h29m21.878790s,"54d06'11.122910""",0,20cm,L,X,S,S,X,3.0,50.0,20cm,L,X,S,S,X,3.0,50.0
1429+541,J2000,14h29m21.878790s,"54d06'11.122910""",1,6cm,C,X,X,S,S,50.0,,6cm,C,X,X,S,S,,50.0
1429+541,J2000,14h29m21.878790s,"54d06'11.122910""",2,3.7cm,X,X,X,S,S,50.0,,3.7cm,X,X,X,S,S,,50.0
1430+107,J2000,14h30m09.738791s,"10d43'26.861970""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
1433-158,J2000,14h33m21.459309s,"-15d48'44.687310""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
